Year,State,State Code,Ten-Year Age Groups,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
2003,Illinois,17,85+ years,Surgical operation with implant of artificial internal device,Y83.1,26,200243,13
2003,Illinois,17,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,19,200243,Unreliable
2003,Illinois,17,85+ years,Other reconstructive surgery,Y83.4,10,200243,Unreliable
2003,Illinois,17,85+ years,Removal of other organ (partial) (total),Y83.6,15,200243,Unreliable
2003,Illinois,17,85+ years,"Surgical procedure, unspecified",Y83.9,102,200243,50.9
2003,Indiana,18,55-64 years,Surgical operation with transplant of whole organ,Y83.0,13,598272,Unreliable
2003,Indiana,18,55-64 years,"Surgical procedure, unspecified",Y83.9,10,598272,Unreliable
2003,Indiana,18,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,29,392040,7.4
2003,Indiana,18,65-74 years,Removal of other organ (partial) (total),Y83.6,10,392040,Unreliable
2003,Indiana,18,65-74 years,"Surgical procedure, unspecified",Y83.9,17,392040,Unreliable
2003,Indiana,18,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,27,276375,9.8
2003,Indiana,18,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,32,276375,11.6
2003,Indiana,18,75-84 years,Other reconstructive surgery,Y83.4,10,276375,Unreliable
2003,Indiana,18,75-84 years,Removal of other organ (partial) (total),Y83.6,13,276375,Unreliable
2003,Indiana,18,75-84 years,"Surgical procedure, unspecified",Y83.9,30,276375,10.9
2003,Indiana,18,85+ years,Surgical operation with implant of artificial internal device,Y83.1,14,95922,Unreliable
2003,Indiana,18,85+ years,"Surgical procedure, unspecified",Y83.9,21,95922,21.9
2003,Iowa,19,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,17,206365,Unreliable
2003,Iowa,19,65-74 years,"Surgical procedure, unspecified",Y83.9,11,206365,Unreliable
2003,Iowa,19,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,22,160982,13.7
2003,Iowa,19,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,22,160982,13.7
2003,Iowa,19,75-84 years,Removal of other organ (partial) (total),Y83.6,21,160982,13
2003,Iowa,19,75-84 years,"Surgical procedure, unspecified",Y83.9,20,160982,12.4
2003,Iowa,19,85+ years,Surgical operation with implant of artificial internal device,Y83.1,17,67377,Unreliable
2003,Iowa,19,85+ years,Other reconstructive surgery,Y83.4,17,67377,Unreliable
2003,Iowa,19,85+ years,"Surgical procedure, unspecified",Y83.9,23,67377,34.1
2003,Kansas,20,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,250711,Unreliable
2003,Kansas,20,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,10,171498,Unreliable
2003,Kansas,20,65-74 years,"Surgical procedure, unspecified",Y83.9,14,171498,Unreliable
2003,Kansas,20,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,17,130599,Unreliable
2003,Kansas,20,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,16,130599,Unreliable
2003,Kansas,20,75-84 years,"Surgical procedure, unspecified",Y83.9,13,130599,Unreliable
2003,Kansas,20,85+ years,Surgical operation with implant of artificial internal device,Y83.1,11,52541,Unreliable
2003,Kansas,20,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,52541,Unreliable
2003,Kansas,20,85+ years,Removal of other organ (partial) (total),Y83.6,10,52541,Unreliable
2003,Kansas,20,85+ years,"Surgical procedure, unspecified",Y83.9,17,52541,Unreliable
2003,Kentucky,21,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,423593,Unreliable
2003,Kentucky,21,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,12,276867,Unreliable
2003,Kentucky,21,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,17,276867,Unreliable
2003,Kentucky,21,65-74 years,Other reconstructive surgery,Y83.4,12,276867,Unreliable
2003,Kentucky,21,65-74 years,Removal of other organ (partial) (total),Y83.6,13,276867,Unreliable
2003,Kentucky,21,65-74 years,"Surgical procedure, unspecified",Y83.9,14,276867,Unreliable
2003,Kentucky,21,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,10,178297,Unreliable
2003,Kentucky,21,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,28,178297,15.7
2003,Kentucky,21,75-84 years,"Surgical procedure, unspecified",Y83.9,18,178297,Unreliable
2003,Kentucky,21,85+ years,"Surgical procedure, unspecified",Y83.9,10,58570,Unreliable
2003,Louisiana,22,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,16,429397,Unreliable
2003,Louisiana,22,55-64 years,"Surgical procedure, unspecified",Y83.9,11,429397,Unreliable
2003,Louisiana,22,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,11,282858,Unreliable
2003,Louisiana,22,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,19,282858,Unreliable
2003,Louisiana,22,65-74 years,"Surgical procedure, unspecified",Y83.9,13,282858,Unreliable
2003,Louisiana,22,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,11,184319,Unreliable
2003,Louisiana,22,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,15,184319,Unreliable
2003,Louisiana,22,75-84 years,Other reconstructive surgery,Y83.4,11,184319,Unreliable
2003,Louisiana,22,75-84 years,Removal of other organ (partial) (total),Y83.6,15,184319,Unreliable
2003,Louisiana,22,75-84 years,"Surgical procedure, unspecified",Y83.9,18,184319,Unreliable
2003,Louisiana,22,85+ years,"Surgical procedure, unspecified",Y83.9,11,58562,Unreliable
2003,Maryland,24,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,10,326137,Unreliable
2003,Maryland,24,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,326137,Unreliable
2003,Maryland,24,65-74 years,Removal of other organ (partial) (total),Y83.6,14,326137,Unreliable
2003,Maryland,24,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,14,223164,Unreliable
2003,Maryland,24,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,21,223164,9.4
2003,Maryland,24,75-84 years,Removal of other organ (partial) (total),Y83.6,19,223164,Unreliable
2003,Maryland,24,85+ years,Surgical operation with implant of artificial internal device,Y83.1,15,73695,Unreliable
2003,Maryland,24,85+ years,Removal of other organ (partial) (total),Y83.6,13,73695,Unreliable
2003,Massachusetts,25,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,10,410831,Unreliable
2003,Massachusetts,25,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,14,410831,Unreliable
2003,Massachusetts,25,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,22,320006,6.9
2003,Massachusetts,25,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,17,320006,Unreliable
2003,Massachusetts,25,75-84 years,"Surgical procedure, unspecified",Y83.9,17,320006,Unreliable
2003,Massachusetts,25,85+ years,Surgical operation with implant of artificial internal device,Y83.1,10,122792,Unreliable
2003,Massachusetts,25,85+ years,"Surgical procedure, unspecified",Y83.9,12,122792,Unreliable
2003,Michigan,26,35-44 years,"Surgical procedure, unspecified",Y83.9,10,1517569,Unreliable
2003,Michigan,26,45-54 years,Surgical operation with transplant of whole organ,Y83.0,10,1466575,Unreliable
2003,Michigan,26,45-54 years,Surgical operation with implant of artificial internal device,Y83.1,10,1466575,Unreliable
2003,Michigan,26,45-54 years,Removal of other organ (partial) (total),Y83.6,12,1466575,Unreliable
2003,Michigan,26,45-54 years,"Surgical procedure, unspecified",Y83.9,12,1466575,Unreliable
2003,Michigan,26,55-64 years,Surgical operation with transplant of whole organ,Y83.0,19,981919,Unreliable
2003,Michigan,26,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,13,981919,Unreliable
2003,Michigan,26,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,23,981919,2.3
2003,Michigan,26,55-64 years,"Surgical procedure, unspecified",Y83.9,20,981919,2
2003,Michigan,26,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,14,631469,Unreliable
2003,Michigan,26,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,41,631469,6.5
2003,Michigan,26,65-74 years,Other reconstructive surgery,Y83.4,11,631469,Unreliable
2003,Michigan,26,65-74 years,Removal of other organ (partial) (total),Y83.6,16,631469,Unreliable
2003,Michigan,26,65-74 years,"Surgical procedure, unspecified",Y83.9,35,631469,5.5
2003,Michigan,26,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,42,452964,9.3
2003,Michigan,26,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,60,452964,13.2
2003,Michigan,26,75-84 years,Other reconstructive surgery,Y83.4,16,452964,Unreliable
2003,Michigan,26,75-84 years,Removal of other organ (partial) (total),Y83.6,30,452964,6.6
2003,Michigan,26,75-84 years,"Surgical procedure, unspecified",Y83.9,53,452964,11.7
2003,Michigan,26,85+ years,Surgical operation with implant of artificial internal device,Y83.1,19,154141,Unreliable
2003,Michigan,26,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,154141,Unreliable
2003,Michigan,26,85+ years,Removal of other organ (partial) (total),Y83.6,12,154141,Unreliable
2003,Michigan,26,85+ years,"Surgical procedure, unspecified",Y83.9,20,154141,13
2003,Minnesota,27,45-54 years,Surgical operation with transplant of whole organ,Y83.0,11,731840,Unreliable
2003,Minnesota,27,55-64 years,Surgical operation with transplant of whole organ,Y83.0,19,467572,Unreliable
2003,Minnesota,27,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,13,297610,Unreliable
2003,Minnesota,27,65-74 years,Other reconstructive surgery,Y83.4,10,297610,Unreliable
2003,Minnesota,27,65-74 years,"Surgical procedure, unspecified",Y83.9,20,297610,6.7
2003,Minnesota,27,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,16,219418,Unreliable
2003,Minnesota,27,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,17,219418,Unreliable
2003,Minnesota,27,75-84 years,Other reconstructive surgery,Y83.4,17,219418,Unreliable
2003,Minnesota,27,75-84 years,Removal of other organ (partial) (total),Y83.6,17,219418,Unreliable
2003,Minnesota,27,75-84 years,"Surgical procedure, unspecified",Y83.9,67,219418,30.5
2003,Minnesota,27,85+ years,Surgical operation with implant of artificial internal device,Y83.1,11,91542,Unreliable
2003,Minnesota,27,85+ years,Other reconstructive surgery,Y83.4,13,91542,Unreliable
2003,Minnesota,27,85+ years,"Surgical procedure, unspecified",Y83.9,128,91542,139.8
2003,Mississippi,28,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,275436,Unreliable
2003,Mississippi,28,55-64 years,"Surgical procedure, unspecified",Y83.9,11,275436,Unreliable
2003,Mississippi,28,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,19,188332,Unreliable
2003,Mississippi,28,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,23,188332,12.2
2003,Mississippi,28,65-74 years,"Surgical procedure, unspecified",Y83.9,14,188332,Unreliable
2003,Mississippi,28,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,15,119064,Unreliable
2003,Mississippi,28,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,31,119064,26
2003,Mississippi,28,75-84 years,Other reconstructive surgery,Y83.4,10,119064,Unreliable
2003,Mississippi,28,75-84 years,"Surgical procedure, unspecified",Y83.9,10,119064,Unreliable
2003,Mississippi,28,85+ years,Surgical operation with implant of artificial internal device,Y83.1,14,40531,Unreliable
2003,Missouri,29,45-54 years,Surgical operation with transplant of whole organ,Y83.0,12,805117,Unreliable
2003,Missouri,29,55-64 years,Surgical operation with transplant of whole organ,Y83.0,13,571811,Unreliable
2003,Missouri,29,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,13,390851,Unreliable
2003,Missouri,29,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,24,390851,6.1
2003,Missouri,29,65-74 years,"Surgical procedure, unspecified",Y83.9,23,390851,5.9
2003,Missouri,29,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,25,272717,9.2
2003,Missouri,29,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,26,272717,9.5
2003,Missouri,29,75-84 years,Other reconstructive surgery,Y83.4,12,272717,Unreliable
2003,Missouri,29,75-84 years,Removal of other organ (partial) (total),Y83.6,21,272717,7.7
2003,Missouri,29,75-84 years,"Surgical procedure, unspecified",Y83.9,26,272717,9.5
2003,Missouri,29,85+ years,Surgical operation with implant of artificial internal device,Y83.1,11,99802,Unreliable
2003,Missouri,29,85+ years,"Surgical procedure, unspecified",Y83.9,20,99802,20
2003,Montana,30,75-84 years,"Surgical procedure, unspecified",Y83.9,11,44056,Unreliable
2003,Nebraska,31,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,112974,Unreliable
2003,Nebraska,31,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,10,84265,Unreliable
2003,Nebraska,31,75-84 years,"Surgical procedure, unspecified",Y83.9,12,84265,Unreliable
2003,New Jersey,34,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,1238999,Unreliable
2003,New Jersey,34,55-64 years,Surgical operation with transplant of whole organ,Y83.0,15,856564,Unreliable
2003,New Jersey,34,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,856564,Unreliable
2003,New Jersey,34,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,15,559817,Unreliable
2003,New Jersey,34,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,16,559817,Unreliable
2003,New Jersey,34,65-74 years,Removal of other organ (partial) (total),Y83.6,10,559817,Unreliable
2003,New Jersey,34,65-74 years,"Surgical procedure, unspecified",Y83.9,17,559817,Unreliable
2003,New Jersey,34,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,45,413654,10.9
2003,New Jersey,34,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,38,413654,9.2
2003,New Jersey,34,75-84 years,Other reconstructive surgery,Y83.4,13,413654,Unreliable
2003,New Jersey,34,75-84 years,Removal of other organ (partial) (total),Y83.6,20,413654,4.8
2003,New Jersey,34,75-84 years,"Surgical procedure, unspecified",Y83.9,23,413654,5.6
2003,New Jersey,34,85+ years,Surgical operation with implant of artificial internal device,Y83.1,28,145079,19.3
2003,New Jersey,34,85+ years,Removal of other organ (partial) (total),Y83.6,16,145079,Unreliable
2003,New Jersey,34,85+ years,"Surgical procedure, unspecified",Y83.9,12,145079,Unreliable
2003,New Mexico,35,55-64 years,"Surgical procedure, unspecified",Y83.9,13,185465,Unreliable
2003,New Mexico,35,65-74 years,"Surgical procedure, unspecified",Y83.9,22,123796,17.8
2003,New Mexico,35,75-84 years,"Surgical procedure, unspecified",Y83.9,35,77091,45.4
2003,New Mexico,35,85+ years,"Surgical procedure, unspecified",Y83.9,17,25037,Unreliable
2003,New York,36,45-54 years,Surgical operation with transplant of whole organ,Y83.0,17,2690285,Unreliable
2003,New York,36,45-54 years,Surgical operation with implant of artificial internal device,Y83.1,10,2690285,Unreliable
2003,New York,36,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,15,2690285,Unreliable
2003,New York,36,45-54 years,Removal of other organ (partial) (total),Y83.6,15,2690285,Unreliable
2003,New York,36,45-54 years,Other surgical procedures,Y83.8,11,2690285,Unreliable
